"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.14508127702617,0.0814670569029712,0.130244192972007,0.0808814770696843,0.231137581893985,0.1502561048243,2.05894961046884,8.89967775209867,0.958601918848862,0.700000861497464,0.131578320428827,0.14508127702617,0.123951970950402,0.0167189132706374,0.271186440677966,0.237723214285714,0.0234375,2.5625,2.5390625,0.117389277389277,"male"
0.142227704500536,0.0811808543314082,0.132924961715161,0.0746094946401225,0.22096988259316,0.146360387953037,1.5298206102081,5.94747704946609,0.968885341810565,0.755372706961101,0.128351199591628,0.142227704500536,0.120882635349365,0.0380047505938242,0.258064516129032,0.280704941860465,0.015625,3.578125,3.5625,0.10285622593068,"male"
0.161510656651429,0.0757994958201794,0.141584276354973,0.113234067897558,0.232304943418702,0.119070875521144,1.57443762245018,5.42039970558641,0.948011738668788,0.6349744001996,0.13524717093508,0.161510656651429,0.125204637368674,0.015888778550149,0.271186440677966,0.149445564516129,0.0078125,0.5390625,0.53125,0.147058823529412,"male"
0.15540058375311,0.078829326005678,0.142918403811793,0.10789755807028,0.233305539011316,0.125407980941036,1.47143122885928,5.23187559684962,0.961965468428592,0.718330028950743,0.114568195354378,0.15540058375311,0.117381316451597,0.0210249671484888,0.242424242424242,0.505040322580645,0.015625,3.78125,3.765625,0.154426002766252,"male"
0.148852763605456,0.0784373367616336,0.1434187016081,0.109565217391304,0.213793924955331,0.104228707564026,2.3474023072798,9.57150796196187,0.949089386744005,0.66191763681477,0.137415128052412,0.148852763605456,0.139225937823072,0.016260162601626,0.275862068965517,0.427671370967742,0,4.265625,4.265625,0.121062271062271,"male"
0.162659635445116,0.0807429902914985,0.150589636688505,0.112400238237046,0.237307921381775,0.124907683144729,1.66077383022942,5.53711739771071,0.951061775840475,0.664240469806668,0.119571173317451,0.162659635445116,0.124306252874616,0.0451977401129944,0.275862068965517,0.425260416666667,0,4.2265625,4.2265625,0.125693160813309,"male"
0.165504621317126,0.0820404416844999,0.151923764145325,0.111733174508636,0.241977367480643,0.130244192972007,1.35079251484029,4.32407532834184,0.955406261233527,0.672834816172131,0.136247766527695,0.165504621317126,0.116643723171515,0.0199252801992528,0.238805970149254,0.380859375,0.015625,2.8125,2.796875,0.119490999379268,"male"
0.165380786599508,0.0666201920163437,0.149404990403071,0.115547024952015,0.2289443378119,0.113397312859885,1.41188287497607,5.23458215476785,0.944186462421616,0.636608979625097,0.117159309021113,0.165380786599508,0.128738926605049,0.0471050049067713,0.275862068965517,0.143465909090909,0,0.4921875,0.4921875,0.188644688644689,"male"
0.16800174183551,0.0611227054728145,0.170914826498423,0.116593059936909,0.218611987381703,0.102018927444795,1.2786037950305,4.77112796708899,0.944016310015989,0.614896641215304,0.102018927444795,0.16800174183551,0.122536628118777,0.0485338725985844,0.272727272727273,1.01953125,0.5625,1.453125,0.890625,0.0779153766769866,"male"
0.200759288298456,0.0718692683024431,0.218951295336788,0.185235233160622,0.25220310880829,0.0669678756476684,1.85571955634541,7.16823941489537,0.929493848079815,0.453682354806891,0.272049740932642,0.200759288298456,0.159484652697104,0.0471050049067713,0.277456647398844,1.001953125,0,19.0546875,19.0546875,0.0506782151154845,"male"
